name	taxonomy_id	taxonomy_lvl	sample_A_num	sample_A_frac	sample_B_num	sample_B_frac	sample_C_num	sample_C_frac	sample_D_num	sample_D_frac	sample_E_num	sample_E_frac	sample_F_num	sample_F_frac
Mycolicibacterium gilvum PYR-GCK	350054	S1	247	0.00000	406	0.00001	471	0.00001	535	0.00002	909	0.00002	385	0.00001
Mycolicibacterium chubuense NBB4	710421	S1	1135	0.00002	409	0.00001	2025	0.00004	265	0.00001	461	0.00001	480	0.00001
Mycolicibacterium vanbaalenii PYR-1	350058	S1	568	0.00001	1162	0.00004	1032	0.00002	529	0.00002	866	0.00002	1072	0.00003
Mycolicibacterium hassiacum DSM 44199	1122247	S1	1412	0.00003	497	0.00002	3374	0.00007	954	0.00003	949	0.00002	1538	0.00005
Mycolicibacterium smegmatis MKD8	1214915	S1	84	0.00000	65	0.00000	175	0.00000	70	0.00000	815	0.00002	57	0.00000
Mycolicibacterium vaccae 95051	1354275	S1	1249	0.00003	800	0.00002	6953	0.00015	536	0.00002	648	0.00001	725	0.00002
Mycolicibacterium rhodesiae NBB3	710685	S1	4164	0.00008	1719	0.00005	634	0.00001	899	0.00003	1515	0.00003	2103	0.00006
Mycobacteroides abscessus subsp. bolletii	319705	S1	81	0.00000	107	0.00000	209	0.00000	0	0.00000	87	0.00000	0	0.00000
[Mycobacterium] chelonae subsp. gwanakae	2480908	S1	1124	0.00002	0	0.00000	1509	0.00003	0	0.00000	1230	0.00003	0	0.00000
Hoyosella subflava DQS3-9A1	443218	S1	1015	0.00002	881	0.00003	1832	0.00004	705	0.00002	911	0.00002	886	0.00003
Rhodococcus opacus PD630	543736	S1	601	0.00001	443	0.00001	4668	0.00010	319	0.00001	515	0.00001	468	0.00001
Rhodococcus opacus B4	632772	S1	4006	0.00008	2444	0.00007	755	0.00002	3057	0.00009	3012	0.00007	2727	0.00008
Rhodococcus hoagii ATCC 33707	525370	S1	231	0.00000	209	0.00001	506	0.00001	947	0.00003	151	0.00000	159	0.00000
Rhodococcus hoagii 103S	685727	S1	3647	0.00007	3495	0.00011	6277	0.00013	111	0.00000	3250	0.00007	2774	0.00008
Rhodococcus pyridinivorans SB3094	1435356	S1	355	0.00001	266	0.00001	0	0.00000	1327	0.00004	369	0.00001	91	0.00000
Rhodococcus erythropolis R138	1289591	S1	229	0.00000	163	0.00000	489	0.00001	300	0.00001	407	0.00001	165	0.00000
Rhodococcus erythropolis CCM2595	1136179	S1	281	0.00001	226	0.00001	1321	0.00003	83	0.00000	262	0.00001	153	0.00000
Rhodococcus erythropolis PR4	234621	S1	104	0.00000	741	0.00002	367	0.00001	66	0.00000	0	0.00000	2944	0.00009
Rhodococcus jostii RHA1	101510	S1	216	0.00000	173	0.00001	4429	0.00010	123	0.00000	436	0.00001	798	0.00002
Rhodococcus fascians D188	1051973	S1	3341	0.00007	3583	0.00011	723	0.00002	1662	0.00005	337	0.00001	300	0.00001
Nocardia cyriacigeorgica GUH-2	1127134	S1	1003	0.00002	873	0.00003	1512	0.00003	1198	0.00004	2880	0.00006	913	0.00003
Nocardia brasiliensis ATCC 700358	1133849	S1	3646	0.00007	3072	0.00009	1730	0.00004	1048	0.00003	1377	0.00003	2913	0.00009
Nocardia farcinica IFM 10152	247156	S1	2056	0.00004	1830	0.00006	7184	0.00015	1487	0.00004	1738	0.00004	1703	0.00005
Nocardia nova SH22a	1415166	S1	2549	0.00005	3945	0.00012	2786	0.00006	728	0.00002	1927	0.00004	2427	0.00007
Gordonia bronchialis DSM 43247	526226	S1	3958	0.00008	1485	0.00005	5168	0.00011	2911	0.00009	3523	0.00008	2635	0.00008
Gordonia polyisoprenivorans VH2	1112204	S1	5595	0.00011	4637	0.00014	14684	0.00032	3253	0.00010	3753	0.00008	4663	0.00014
Tsukamurella paurometabola DSM 20162	521096	S1	1791	0.00004	1206	0.00004	1915	0.00004	699	0.00002	979	0.00002	1018	0.00003
Segniliparus rotundus DSM 44985	640132	S1	486125	0.00973	352498	0.01072	6223	0.00013	549634	0.01658	357178	0.00776	332814	0.00989
Rothia dentocariosa ATCC 17931	762948	S1	1682287	0.03368	288907	0.00878	3176068	0.06826	1237389	0.03733	991217	0.02153	1446302	0.04300
Rothia mucilaginosa DY-18	680646	S1	27053	0.00054	24801	0.00075	86522	0.00186	19808	0.00060	26123	0.00057	22624	0.00067
Pseudarthrobacter phenanthrenivorans Sphe3	930171	S1	1325	0.00003	1226	0.00004	2528	0.00005	290	0.00001	482	0.00001	1046	0.00003
Pseudarthrobacter chlorophenolicus A6	452863	S1	2475	0.00005	2265	0.00007	4794	0.00010	1448	0.00004	2376	0.00005	2011	0.00006
Glutamicibacter arilaitensis Re117	861360	S1	4966	0.00010	5485	0.00017	8969	0.00019	2634	0.00008	4262	0.00009	4054	0.00012
Paenarthrobacter aurescens TC1	290340	S1	6738	0.00013	7569	0.00023	9724	0.00021	5600	0.00017	4427	0.00010	4536	0.00013
Microbacterium testaceum StLB037	979556	S1	21933	0.00044	21956	0.00067	32345	0.00070	10568	0.00032	19299	0.00042	19376	0.00058
Rathayibacter festucae DSM 15932	1328866	S1	4203	0.00008	4155	0.00013	8549	0.00018	2553	0.00008	3389	0.00007	3530	0.00010
Leifsonia xyli subsp. cynodontis	31966	S1	445	0.00001	480	0.00001	2544	0.00005	257	0.00001	464	0.00001	429	0.00001
Leifsonia xyli subsp. xyli	59736	S1	1526	0.00003	1365	0.00004	963	0.00002	3516	0.00011	1291	0.00003	3242	0.00010
Clavibacter michiganensis subsp. michiganensis	33013	S1	597	0.00001	644	0.00002	780	0.00002	359	0.00001	523	0.00001	544	0.00002
Clavibacter michiganensis subsp. nebraskensis	31963	S1	669	0.00001	674	0.00002	1018	0.00002	399	0.00001	531	0.00001	475	0.00001
Clavibacter michiganensis subsp. capsici	1874630	S1	476	0.00001	534	0.00002	961	0.00002	240	0.00001	512	0.00001	391	0.00001
Clavibacter michiganensis subsp. insidiosus	33014	S1	383	0.00001	487	0.00001	518	0.00001	192	0.00001	370	0.00001	23990	0.00071
Clavibacter michiganensis subsp. sepedonicus	31964	S1	30133	0.00060	31458	0.00096	33136	0.00071	15369	0.00046	26175	0.00057	252	0.00001
Brachybacterium faecium DSM 4810	446465	S1	17207	0.00034	5516	0.00017	26963	0.00058	9820	0.00030	4508	0.00010	4650	0.00014
Intrasporangium calvum DSM 43043	710696	S1	1559	0.00003	4908	0.00015	2100	0.00005	753	0.00002	25756	0.00056	15109	0.00045
Isoptericola dokdonensis DS-3	1300344	S1	1952	0.00004	2245	0.00007	9245	0.00020	1128	0.00003	1473	0.00003	1604	0.00005
Isoptericola variabilis 225	743718	S1	7043	0.00014	8009	0.00024	3060	0.00007	2690	0.00008	6333	0.00014	6049	0.00018
Xylanimonas cellulosilytica DSM 15894	446471	S1	28449	0.00057	29631	0.00090	22177	0.00048	12051	0.00036	12964	0.00028	12869	0.00038
Cellulomonas flavigena DSM 20109	446466	S1	3009	0.00006	4173	0.00013	1908	0.00004	886	0.00003	1416	0.00003	2712	0.00008
Cellulomonas gilvus ATCC 13127	593907	S1	2789	0.00006	12984	0.00039	19815	0.00043	6237	0.00019	4825	0.00010	12583	0.00037
Beutenbergia cavernae DSM 12333	471853	S1	4197	0.00008	2215	0.00007	2268	0.00005	1046	0.00003	1763	0.00004	1744	0.00005
Kytococcus sedentarius DSM 20547	478801	S1	5661	0.00011	3607	0.00011	8175	0.00018	3621	0.00011	2979	0.00006	3062	0.00009
Sanguibacter keddieii DSM 10542	446469	S1	1111705	0.02226	8145	0.00025	1999649	0.04298	1217777	0.03674	370552	0.00805	3443	0.00010
Pseudopropionibacterium propionicum F0230a	767029	S1	922907	0.01848	307222	0.00934	640887	0.01377	394844	0.01191	289236	0.00628	1123755	0.03341
Propionibacterium freudenreichii subsp. freudenreichii	66712	S1	330	0.00001	306	0.00001	15197	0.00033	171	0.00001	317	0.00001	441	0.00001
Propionibacterium freudenreichii subsp. shermanii	1752	S1	7203	0.00014	10759	0.00033	1837	0.00004	0	0.00000	3660	0.00008	0	0.00000
Acidipropionibacterium acidipropionici ATCC 4875	1171373	S1	4561	0.00009	6617	0.00020	8500	0.00018	5628	0.00017	7108	0.00015	8681	0.00026
Cutibacterium avidum 44067	1170318	S1	3752	0.00008	2000	0.00006	9109	0.00020	1783	0.00005	2985	0.00006	2833	0.00008
Microlunatus phosphovorus NM-1	1032480	S1	5977	0.00012	3768	0.00011	13839	0.00030	3837	0.00012	5339	0.00012	4759	0.00014
Nocardioides dokdonensis FR1436	1300347	S1	9887	0.00020	10458	0.00032	14718	0.00032	4323	0.00013	8665	0.00019	8700	0.00026
Aeromicrobium marinum DSM 15272	585531	S1	6540	0.00013	5865	0.00018	9771	0.00021	3970	0.00012	4583	0.00010	5237	0.00016
Kribbella flavida DSM 17836	479435	S1	6653	0.00013	54910	0.00167	472543	0.01016	3665	0.00011	4355	0.00009	4928	0.00015
Streptomyces niveus NCIMB 11891	1352941	S1	640	0.00001	1260	0.00004	4608	0.00010	899	0.00003	1048	0.00002	907	0.00003
Streptomyces globisporus C-1027	1172567	S1	544	0.00001	700	0.00002	354	0.00001	263	0.00001	336	0.00001	446	0.00001
Streptomyces griseus subsp. griseus	67263	S1	2022	0.00004	3315	0.00010	3395	0.00007	1424	0.00004	566	0.00001	3334	0.00010
Streptomyces cattleya NRRL 8057 = DSM 46488	1003195	S1	1954	0.00004	2149	0.00007	4124	0.00009	2312	0.00007	2316	0.00005	1084	0.00003
Streptomyces bingchenggensis BCW-1	749414	S1	3595	0.00007	1879	0.00006	1121	0.00002	651	0.00002	1058	0.00002	2265	0.00007
Streptomyces hygroscopicus subsp. limoneus	264445	S1	254	0.00001	386	0.00001	582	0.00001	251	0.00001	358	0.00001	249	0.00001
Streptomyces hygroscopicus subsp. jinggangensis	311982	S1	228	0.00000	3077	0.00009	0	0.00000	1317	0.00004	2378	0.00005	577	0.00002
Streptomyces olivoreticuli subsp. olivoreticuli	284034	S1	1698	0.00003	1778	0.00005	893	0.00002	1025	0.00003	3567	0.00008	2034	0.00006
Streptomyces peucetius subsp. caesius	55158	S1	3199	0.00006	1061	0.00003	2726	0.00006	2709	0.00008	541	0.00001	959	0.00003
Streptomyces clavuligerus ATCC 27064	443255	S1	3316	0.00007	116	0.00000	1221	0.00003	944	0.00003	558	0.00001	522	0.00002
Streptomyces lavendulae subsp. lavendulae	58340	S1	1070	0.00002	1593	0.00005	3810	0.00008	732	0.00002	454	0.00001	411	0.00001
Streptomyces davaonensis JCM 4913	1214101	S1	505	0.00001	940	0.00003	8259	0.00018	1375	0.00004	3165	0.00007	2426	0.00007
Streptomyces scabiei 87.22	680198	S1	491	0.00001	1524	0.00005	2045	0.00004	912	0.00003	3029	0.00007	787	0.00002
Streptomyces xinghaiensis S187	1038929	S1	2468	0.00005	4360	0.00013	13844	0.00030	577	0.00002	1996	0.00004	3010	0.00009
Streptomyces chartreusis NRRL 3882	1079985	S1	4462	0.00009	1978	0.00006	2758	0.00006	3026	0.00009	6407	0.00014	803	0.00002
Streptomyces avermitilis MA-4680 = NBRC 14893	227882	S1	1759	0.00004	362	0.00001	3459	0.00007	2041	0.00006	1846	0.00004	4086	0.00012
Streptomyces noursei ATCC 11455	316284	S1	1386	0.00003	3123	0.00009	8603	0.00018	666	0.00002	552	0.00001	3889	0.00012
Streptomyces collinus Tu 365	1214242	S1	2380	0.00005	14519	0.00044	967	0.00002	930	0.00003	870	0.00002	3866	0.00011
Streptomyces roseochromogenus subsp. oscitans	149682	S1	1954	0.00004	1165	0.00004	716	0.00002	378	0.00001	540	0.00001	1458	0.00004
Streptomyces ambofaciens ATCC 23877	278992	S1	2088	0.00004	3707	0.00011	2194	0.00005	462	0.00001	11069	0.00024	2073	0.00006
Streptomyces cyaneogriseus subsp. noncyanogenus	477245	S1	338	0.00001	2139	0.00007	16270	0.00035	6924	0.00021	1476	0.00003	1213	0.00004
Streptomyces violaceusniger Tu 4113	653045	S1	13936	0.00028	1397	0.00004	656	0.00001	2440	0.00007	7264	0.00016	10020	0.00030
Streptomyces fulvissimus DSM 40593	1303692	S1	9867	0.00020	3230	0.00010	12771	0.00027	4080	0.00012	1014	0.00002	4957	0.00015
Streptomyces pratensis ATCC 33331	591167	S1	528	0.00001	406	0.00001	382	0.00001	214	0.00001	102	0.00000	56	0.00000
Kitasatospora setae KM-6054	452652	S1	4057	0.00008	3394	0.00010	4578	0.00010	2145	0.00006	2555	0.00006	3061	0.00009
Amycolatopsis methanolica 239	1068978	S1	2794	0.00006	2457	0.00007	4569	0.00010	1528	0.00005	2153	0.00005	2159	0.00006
Pseudonocardia dioxanivorans CB1190	675635	S1	4004	0.00008	3267	0.00010	8672	0.00019	3452	0.00010	3970	0.00009	5292	0.00016
Saccharomonospora marina XMU15	882083	S1	650	0.00001	606	0.00002	1544	0.00003	351	0.00001	538	0.00001	510	0.00002
Saccharomonospora glauca K62	928724	S1	489	0.00001	449	0.00001	900	0.00002	233	0.00001	771	0.00002	397	0.00001
Saccharomonospora azurea NA-128	882081	S1	855	0.00002	532	0.00002	4582	0.00010	291	0.00001	338	0.00001	400	0.00001
Saccharomonospora cyanea NA-134	882082	S1	436	0.00001	745	0.00002	913	0.00002	417	0.00001	376	0.00001	662	0.00002
Saccharomonospora viridis DSM 43017	471857	S1	3240	0.00006	2737	0.00008	534	0.00001	959	0.00003	2679	0.00006	571	0.00002
Actinosynnema pretiosum subsp. pretiosum	103721	S1	357	0.00001	423	0.00001	249	0.00001	254	0.00001	300	0.00001	357	0.00001
Saccharothrix espanaensis DSM 44229	1179773	S1	805	0.00002	779	0.00002	18006	0.00039	929	0.00003	1127	0.00002	640	0.00002
Kutzneria albida DSM 43870	1449976	S1	737	0.00001	2578	0.00008	2409	0.00005	1168	0.00004	599	0.00001	1176	0.00003
Saccharopolyspora erythraea NRRL 2338	405948	S1	11451	0.00023	8137	0.00025	1234	0.00003	4583	0.00014	7913	0.00017	8260	0.00025
Micromonospora aurantiaca ATCC 27029	644283	S1	390	0.00001	475	0.00001	856	0.00002	0	0.00000	297	0.00001	349	0.00001
Actinoplanes friuliensis DSM 7358	1246995	S1	2128	0.00004	2590	0.00008	2688	0.00006	1905	0.00006	2787	0.00006	2202	0.00007
Actinoplanes missouriensis 431	512565	S1	1134	0.00002	1320	0.00004	1369	0.00003	492	0.00001	646	0.00001	1147	0.00003
Actinoplanes teichomyceticus ATCC 31121	457423	S1	2600	0.00005	1711	0.00005	5269	0.00011	940	0.00003	1439	0.00003	1432	0.00004
Salinispora arenicola CNS-205	391037	S1	459	0.00001	376	0.00001	850	0.00002	268	0.00001	371	0.00001	353	0.00001
Salinispora tropica CNB-440	369723	S1	347	0.00001	273	0.00001	632	0.00001	168	0.00001	202	0.00000	268	0.00001
Verrucosispora maris AB-18-032	263358	S1	381	0.00001	312	0.00001	390	0.00001	251	0.00001	445	0.00001	258	0.00001
Bifidobacterium longum subsp. infantis	1682	S1	3295	0.00007	4130	0.00013	4466	0.00010	1867	0.00006	2396	0.00005	2725	0.00008
Bifidobacterium longum subsp. longum	1679	S1	72	0.00000	72	0.00000	45	0.00000	32	0.00000	111	0.00000	52	0.00000
Bifidobacterium scardovii JCM 12489 = DSM 13734	1150461	S1	2132	0.00004	1355	0.00004	1515	0.00003	710	0.00002	1212	0.00003	1823	0.00005
Bifidobacterium bifidum PRL2010	702459	S1	174	0.00000	163	0.00000	963	0.00002	0	0.00000	96	0.00000	313	0.00001
Bifidobacterium bifidum S17	883062	S1	66	0.00000	0	0.00000	110	0.00000	0	0.00000	0	0.00000	258	0.00001
Bifidobacterium pseudolongum subsp. globosum	1690	S1	417	0.00001	189	0.00001	341	0.00001	178	0.00001	357	0.00001	181	0.00001
Bifidobacterium pseudolongum PV8-2	1447715	S1	750	0.00002	697	0.00002	758	0.00002	521	0.00002	340	0.00001	458	0.00001
Bifidobacterium breve JCM 7019	1385940	S1	205	0.00000	658	0.00002	0	0.00000	452	0.00001	392	0.00001	305	0.00001
Bifidobacterium animalis subsp. animalis	302912	S1	150	0.00000	554	0.00002	257	0.00001	284	0.00001	433	0.00001	101	0.00000
Bifidobacterium animalis subsp. lactis	302911	S1	1791	0.00004	0	0.00000	2320	0.00005	0	0.00000	0	0.00000	271	0.00001
Bifidobacterium thermophilum RBL67	1254439	S1	509	0.00001	496	0.00002	506	0.00001	388	0.00001	257	0.00001	588	0.00002
Bifidobacterium angulatum DSM 20098 = JCM 7096	518635	S1	126	0.00000	165	0.00001	195	0.00000	61	0.00000	228	0.00000	79	0.00000
Bifidobacterium actinocoloniiforme DSM 22766	1437605	S1	259	0.00001	609	0.00002	622	0.00001	296	0.00001	371	0.00001	431	0.00001
Bifidobacterium catenulatum subsp. kashiwanohense	630129	S1	184	0.00000	158	0.00000	308	0.00001	298	0.00001	233	0.00001	172	0.00001
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	566552	S1	274	0.00001	40	0.00000	180	0.00000	490	0.00001	60	0.00000	231	0.00001
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	547043	S1	52	0.00000	229	0.00001	0	0.00000	29	0.00000	0	0.00000	26	0.00000
Bifidobacterium indicum LMG 11587 = DSM 20214	1341694	S1	66	0.00000	34	0.00000	157	0.00000	22	0.00000	70	0.00000	31	0.00000
Parascardovia denticolens DSM 10105 = JCM 12538	864564	S1	826	0.00002	855	0.00003	768	0.00002	516	0.00002	586	0.00001	657	0.00002
Scardovia inopinata JCM 12537	1150468	S1	1436	0.00003	1305	0.00004	418	0.00001	734	0.00002	515	0.00001	1214	0.00004
Nocardiopsis gilva YIM 90087	1235441	S1	658	0.00001	572	0.00002	1141	0.00002	332	0.00001	594	0.00001	555	0.00002
Nocardiopsis alba ATCC BAA-2165	1205910	S1	1284	0.00003	637	0.00002	2511	0.00005	306	0.00001	1200	0.00003	1081	0.00003
Thermobifida fusca YX	269800	S1	610	0.00001	1029	0.00003	2617	0.00006	635	0.00002	495	0.00001	485	0.00001
Streptosporangium roseum DSM 43021	479432	S1	3229	0.00006	3261	0.00010	4265	0.00009	1830	0.00006	2751	0.00006	2830	0.00008
Thermomonospora curvata DSM 43183	471852	S1	3546	0.00007	2800	0.00009	5113	0.00011	1755	0.00005	3062	0.00007	3575	0.00011
Frankia alni ACN14a	326424	S1	1917	0.00004	2705	0.00008	1925	0.00004	1342	0.00004	2133	0.00005	1208	0.00004
Blastococcus saxobsidens DD2	1146883	S1	979	0.00002	1615	0.00005	2629	0.00006	905	0.00003	1421	0.00003	854	0.00003
Geodermatophilus obscurus DSM 43160	526225	S1	3275	0.00007	2605	0.00008	4167	0.00009	1343	0.00004	2215	0.00005	2568	0.00008
Nakamurella multipartita DSM 44233	479431	S1	1583	0.00003	1374	0.00004	2957	0.00006	882	0.00003	1351	0.00003	1217	0.00004
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940	S1	1140	0.00002	1172	0.00004	3013	0.00006	756	0.00002	1205	0.00003	975	0.00003
Catenulispora acidiphila DSM 44928	479433	S1	1701	0.00003	1702	0.00005	2538	0.00005	1602	0.00005	1583	0.00003	1413	0.00004
Stackebrandtia nassauensis DSM 44728	446470	S1	1519	0.00003	1068	0.00003	1146	0.00002	795	0.00002	1031	0.00002	1107	0.00003
Thermobispora bispora DSM 43833	469371	S1	1046	0.00002	909	0.00003	1192	0.00003	303	0.00001	909	0.00002	770	0.00002
Acidothermus cellulolyticus 11B	351607	S1	291	0.00001	300	0.00001	376553	0.00809	169	0.00001	236	0.00001	261	0.00001
Atopobium parvulum DSM 20469	521095	S1	118247	0.00237	299111	0.00909	1810	0.00004	642360	0.01938	481068	0.01045	150686	0.00448
Olsenella uli DSM 7084	633147	S1	2639	0.00005	4037	0.00012	4415	0.00009	2337	0.00007	2695	0.00006	3567	0.00011
Coriobacterium glomerans PW2	700015	S1	959	0.00002	439	0.00001	1347	0.00003	9660	0.00029	148	0.00000	425	0.00001
Gordonibacter pamelaeae 7-10-1-b	657308	S1	557	0.00001	1293	0.00004	843	0.00002	558	0.00002	1157	0.00003	1426	0.00004
